,Method,Parameter,Signal_id,Repetition,-5,0,10,20,30
1465,brevdo_method,"((), {})",HermiteFunction,25,1.539917505800337,2.619948126198011,2.5231684750587133,2.1660879993492137,2.0106454163683853
1466,brevdo_method,"((), {})",HermiteFunction,26,0.6807977557276743,2.109030726793106,2.03154479473255,1.99606280135822,2.004371901540446
1467,brevdo_method,"((), {})",HermiteFunction,27,1.6447664471736425,2.356337069579056,2.8758507303223757,2.3501064951378443,2.1864178736790074
1468,brevdo_method,"((), {})",HermiteFunction,28,0.9668117033445149,2.5489460164825504,2.9989412020420483,2.3232061122912655,2.166591899223291
1469,brevdo_method,"((), {})",HermiteFunction,29,1.3608485814880988,2.086174222659671,1.9745169042077173,1.9026242108253428,2.009748536282375
1470,contour_filtering,"((), {})",HermiteFunction,0,3.0060976222456715,3.7478989264641163,4.485032044194907,4.57592090608319,4.500958205622379
1471,contour_filtering,"((), {})",HermiteFunction,1,2.6166287528479115,4.135532151271164,4.27495183424195,4.513727618456751,4.547437786201138
1472,contour_filtering,"((), {})",HermiteFunction,2,2.691643654195796,3.982497745602619,4.542217945855015,4.519904744198416,4.491298507409798
1473,contour_filtering,"((), {})",HermiteFunction,3,2.5199312276984105,4.099966374838882,4.573212922136662,4.57282027051678,4.4931121375016145
1474,contour_filtering,"((), {})",HermiteFunction,4,3.6066544471396105,4.3611410073599695,4.583820074962549,4.882596174079748,4.487759930316145
1475,contour_filtering,"((), {})",HermiteFunction,5,1.5324628423117934,3.1608156490789585,4.413316846274842,4.289220222640916,4.539354304094109
1476,contour_filtering,"((), {})",HermiteFunction,6,3.4467036524330608,4.117615213279202,4.689336103277596,4.732512204705966,4.548084071009249
1477,contour_filtering,"((), {})",HermiteFunction,7,2.776176180713383,4.034840196648561,4.482546819758889,4.408702095480144,4.535404068029322
1478,contour_filtering,"((), {})",HermiteFunction,8,1.8257100995925009,4.341179463468911,4.4432047324795025,4.376893561743791,4.550568882389532
1479,contour_filtering,"((), {})",HermiteFunction,9,2.1370067160697537,3.9954439129295514,4.683223433512837,4.562046561581231,4.589326401169703
1480,contour_filtering,"((), {})",HermiteFunction,10,1.5998303345886888,4.213952019974569,4.642685779182218,4.590149511836049,4.695780039105372
1481,contour_filtering,"((), {})",HermiteFunction,11,3.587878968741495,4.446192775845499,4.411862467954485,4.513104845209206,4.652658031044506
1482,contour_filtering,"((), {})",HermiteFunction,12,1.6604880591175402,3.8778052371720655,4.377516732283956,4.436516261516676,4.492151929141677
1483,contour_filtering,"((), {})",HermiteFunction,13,2.415266856551196,3.4628738106331043,3.306401953593375,4.53821506395416,4.608503760510292
1484,contour_filtering,"((), {})",HermiteFunction,14,3.3890027040329325,4.075903083018185,4.487879685507377,4.482078957436126,4.528507714435096
1485,contour_filtering,"((), {})",HermiteFunction,15,2.3483290131212944,4.557404852778903,4.585943568040084,4.7853123194757625,4.807606439835127
1486,contour_filtering,"((), {})",HermiteFunction,16,3.505456090378999,4.092329468938839,4.546852303112491,4.621713419449417,4.648208785127936
1487,contour_filtering,"((), {})",HermiteFunction,17,2.520587145463367,3.7285482914564967,4.378175284206875,4.522448040514754,4.575038951577465
1488,contour_filtering,"((), {})",HermiteFunction,18,3.1052644917633327,2.696469806285891,4.541039740772193,4.612065086168214,4.591287207805813
1489,contour_filtering,"((), {})",HermiteFunction,19,1.8667363293328243,3.817491787324585,4.399801747147627,4.483360094695463,4.460859748619615
1490,contour_filtering,"((), {})",HermiteFunction,20,3.5640094678816996,3.2852312704994913,4.455986487440214,4.562977600710651,4.571484715664704
1491,contour_filtering,"((), {})",HermiteFunction,21,2.20226246877587,2.6690745902978383,4.519672225845951,4.5961491509243135,4.589770032551449
1492,contour_filtering,"((), {})",HermiteFunction,22,1.518164840768554,4.414436700980458,4.456014358770185,4.548162328526928,4.606261889045127
1493,contour_filtering,"((), {})",HermiteFunction,23,1.5281126245505485,3.054009802663904,4.256531061906593,4.440058424704687,4.543403696637892
1494,contour_filtering,"((), {})",HermiteFunction,24,1.6145610710310248,3.364614709302194,4.609904577668241,4.731458311843183,4.623762903198196
1495,contour_filtering,"((), {})",HermiteFunction,25,1.0904155827765654,4.251846437522602,4.492605423018993,4.5353308739886495,4.507949106627901
1496,contour_filtering,"((), {})",HermiteFunction,26,3.1309288997202596,4.038618483984935,4.470724129421184,4.52688139270575,4.623924631896662
1497,contour_filtering,"((), {})",HermiteFunction,27,3.332849262837522,4.292153700338654,4.219535453804587,4.489849231168009,4.53116989181201
1498,contour_filtering,"((), {})",HermiteFunction,28,2.155119379943852,4.143800310530582,4.755063397811807,4.620498927870782,4.535668721672831
1499,contour_filtering,"((), {})",HermiteFunction,29,2.029800780391998,2.76890819575018,4.479798947352556,4.504538441160289,4.536821977170966
3180,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,0,-0.5104197876547399,6.228286832303814,18.625867690268553,29.650094153886187,40.59990142483818
3181,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,1,-0.14675712472691027,5.221649355536313,19.036175049534357,31.32168126334475,40.76023775593383
3182,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,2,-0.8211141511892464,4.636666342984884,17.43541599128759,28.60552371819155,40.02140134730715
3183,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,3,-0.4664657761951181,3.2502653940777515,19.162121650910407,31.0800904417496,40.69458927461625
3184,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,4,-1.007588162952871,5.7822160070132504,20.029490216258846,30.265727881181263,39.792628380697764
3185,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,5,1.5909276496040565,8.100839396740508,20.679313002840736,30.250366066271933,40.06765541708434
3186,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,6,-0.90881287027526,3.931041815404182,17.09766375110571,28.122897222936558,38.62211211818183
3187,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,7,-1.8644840283141726,4.567478665851811,20.537988532826294,30.073954376901586,40.1022914807691
3188,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,8,-2.7576107520217947,7.092625919044904,21.327305454569917,30.729310590760587,41.86402798484753
3189,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,9,-0.7616040180510865,3.226680545208805,19.664788036988774,31.04360096173275,40.539650648066576
3190,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,10,1.6329588897024905,5.383763363210283,18.215877417051896,29.642268391600442,41.78812995686998
3191,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,11,-3.971902056612195,2.9187649578287376,18.22918353075287,30.724693734496874,40.5445607951516
3192,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,12,-0.8354574879649741,3.4326753462144506,18.77045820759311,30.256388628092196,40.985793626063256
3193,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,13,0.4273784608616622,6.468047403019671,18.964877927653394,30.478406856394642,41.44227643074821
3194,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,14,-0.14496320330635257,7.0405979095978495,20.062285431815607,31.49286228636449,41.95623778373659
3195,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,15,-1.7424089223969486,3.27860012744204,17.809417317942064,31.61161090041874,41.20862333057212
3196,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,16,0.5104941723159799,7.809832445478863,20.609595863796564,31.104827339261362,40.67242214577768
3197,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,17,-0.19938850559335644,6.307815851906634,18.673985422071727,31.397943821885384,40.85625735069321
3198,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,18,-0.0420173067234316,3.5721504265451975,21.832812305552682,31.149490067329836,41.61241799579874
3199,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,19,-0.9133285094896394,5.008765246630453,19.049541197025665,30.318869872154277,39.80931169500101
3200,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,20,-2.0063344672972674,3.085729347481359,18.53169139965242,30.481526629487163,40.15166313051307
3201,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,21,-3.288269874918211,4.182299290188519,18.95385295959294,31.510983750380603,40.998085179641954
3202,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,22,-0.47745675576795854,5.418954042425137,20.453339375678713,30.01609089916105,39.57657908512743
3203,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,23,-0.7560930154729874,2.9599595097567972,22.53198002887839,31.786742833355564,41.55847305505752
3204,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,24,0.14591923823444938,8.218578564020945,20.58593447728907,32.62742142976953,41.96250215671304
3205,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,25,-0.9393359183043521,4.776778127247852,17.851082791959886,29.568941635296202,39.92943947682564
3206,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,26,-0.8647502168294963,4.901934847959934,17.90161773995691,28.898163186961266,39.62535212236129
3207,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,27,0.21207134493174007,5.821363788245577,18.49698459536035,28.491585398307286,39.124125694689084
3208,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,28,-0.377250111808057,5.173837715237095,18.28921069362252,29.224648684143077,39.717859166017774
3209,delaunay_triangulation,{'adapt_thr': True},HermiteFunction,29,-0.6220089156825184,2.19377667015568,20.85851008874159,30.42556690944999,40.58839225257191
3210,empty_space,{'adapt_thr': True},HermiteFunction,0,-1.354797278627423,6.520398000052996,17.3172564729227,28.82693803693957,39.836004467473806
3211,empty_space,{'adapt_thr': True},HermiteFunction,1,-1.4427392067071598,3.6367946740499226,17.858415886533194,31.14589918784691,40.66443352816633
3212,empty_space,{'adapt_thr': True},HermiteFunction,2,-1.5373779545702733,3.693354084168395,16.388997742895288,28.021048528145247,39.17308299107684
3213,empty_space,{'adapt_thr': True},HermiteFunction,3,-1.5011118411679658,2.3660978634187186,17.23131588321377,30.04335307686909,40.75375001838812
3214,empty_space,{'adapt_thr': True},HermiteFunction,4,-1.3618132145241677,5.11087172330333,18.372210387542907,29.76325108047188,39.206941732689124
3215,empty_space,{'adapt_thr': True},HermiteFunction,5,2.65008384472442,7.882638991532682,20.472576241834204,30.187013688935494,40.603232803897036
3216,empty_space,{'adapt_thr': True},HermiteFunction,6,-1.0467669431534667,4.710027621153225,16.011642406749324,27.30827143349623,38.723021049440625
3217,empty_space,{'adapt_thr': True},HermiteFunction,7,-2.688114045698037,3.577696739523295,19.323179249441015,29.02128022294494,40.01024818000185
3218,empty_space,{'adapt_thr': True},HermiteFunction,8,-3.5458441533742233,5.685958112026832,20.148930152958915,29.81251090123343,41.9043114210521
3219,empty_space,{'adapt_thr': True},HermiteFunction,9,-1.4093656268086854,2.4409699009385726,17.92575495445566,30.407487862635826,39.97652387882145
3220,empty_space,{'adapt_thr': True},HermiteFunction,10,1.4737267909703065,5.51740995438357,16.954840479986068,28.513051016399746,41.41257992908018
3221,empty_space,{'adapt_thr': True},HermiteFunction,11,-4.303166720325949,2.0390792369443265,16.35339975965302,30.454849072934664,40.14785573352547
3222,empty_space,{'adapt_thr': True},HermiteFunction,12,-1.510578338485997,2.3347224816859855,17.102325330573862,29.645237092296725,41.3208475353934
3223,empty_space,{'adapt_thr': True},HermiteFunction,13,0.9584694526408377,5.9254026485507065,17.564046191264122,29.00207202778833,40.85001594278055
3224,empty_space,{'adapt_thr': True},HermiteFunction,14,-0.8619131785384346,5.921945382095962,18.32977347207916,30.83020316671538,42.31554281049768
3225,empty_space,{'adapt_thr': True},HermiteFunction,15,-2.537634278909666,2.483225418820948,16.098223857466344,31.677645618053603,41.32886749199821
3226,empty_space,{'adapt_thr': True},HermiteFunction,16,-0.9260061702543049,6.173720909296873,20.203192783915828,31.439774640999367,41.031884509106334
3227,empty_space,{'adapt_thr': True},HermiteFunction,17,-1.1622906834116484,5.327060298517563,17.465470977573457,31.383939302000883,40.85698509268645
3228,empty_space,{'adapt_thr': True},HermiteFunction,18,-1.288512332312361,2.206094903977716,20.567925937362578,30.122070541283563,42.470431710921794
3229,empty_space,{'adapt_thr': True},HermiteFunction,19,-1.055998117804609,4.451615700986659,18.39090619509219,30.409925581396955,40.141111480684245
3230,empty_space,{'adapt_thr': True},HermiteFunction,20,-2.7238775428814606,2.3031469557862287,16.94903524731252,28.88371142546177,38.67206769771265
3231,empty_space,{'adapt_thr': True},HermiteFunction,21,-3.7634005639747583,3.3659042867732945,16.973666202100322,31.406541548107217,40.916228396941996
3232,empty_space,{'adapt_thr': True},HermiteFunction,22,-1.1325028461995699,7.823619997099649,19.994501883755582,29.626670860237144,39.21583788241717
3233,empty_space,{'adapt_thr': True},HermiteFunction,23,-1.673042652367736,2.1788289919294233,20.244068681091942,29.830244935704002,41.22240355826431
3234,empty_space,{'adapt_thr': True},HermiteFunction,24,-0.9794146629901432,7.582505518800722,19.383890219922012,30.31974715252283,39.96099930740832
3235,empty_space,{'adapt_thr': True},HermiteFunction,25,-1.3143082462506726,3.7940486609038087,17.073944242583877,28.443621974318262,39.86797935766257
3236,empty_space,{'adapt_thr': True},HermiteFunction,26,-1.270404355530855,4.905526327008731,16.09171006954993,28.15210734346802,39.23232747423768
3237,empty_space,{'adapt_thr': True},HermiteFunction,27,-0.20918425580347,6.825302960863518,18.518358268717567,28.33061461445295,39.740381457588875
3238,empty_space,{'adapt_thr': True},HermiteFunction,28,-1.323670597334008,7.372636120972775,17.664366739425866,28.744035596719595,39.76667020592445
3239,empty_space,{'adapt_thr': True},HermiteFunction,29,-1.5986794943391467,6.266018692590486,20.173819321865025,30.234265776506305,40.26932747989653
1620,pseudo_bayesian_method,"((), {})",HermiteFunction,0,-0.07639979803933923,1.8788750672939112,-0.06467637612801955,5.500021848126913,5.765519443297304
1621,pseudo_bayesian_method,"((), {})",HermiteFunction,1,-1.6378884622876189,3.508175354272316,-0.06282074123363326,6.333102627068195,8.720130937665477
1622,pseudo_bayesian_method,"((), {})",HermiteFunction,2,-1.7466695016356604,-0.6226328843481009,-0.06944369075657153,5.4556775605122985,5.7484582166710645
1623,pseudo_bayesian_method,"((), {})",HermiteFunction,3,-1.5681676188879403,-0.5856395401794033,5.155996097275677,5.591795067776577,8.619006833773074
1624,pseudo_bayesian_method,"((), {})",HermiteFunction,4,0.8476751265957521,3.4652107127224108,5.166419310393011,5.564973349350723,5.968615578779515
1625,pseudo_bayesian_method,"((), {})",HermiteFunction,5,-1.783060438510045,-0.646299571688263,5.268710192929954,6.3369236990734095,6.525138571001333
1626,pseudo_bayesian_method,"((), {})",HermiteFunction,6,0.41315379805509117,3.170705950426731,5.235717661784193,5.567054306164806,5.8387398779996875
1627,pseudo_bayesian_method,"((), {})",HermiteFunction,7,-1.7470510334012792,1.901321413722631,5.140475537805912,5.461004405682227,5.888580775973021
1628,pseudo_bayesian_method,"((), {})",HermiteFunction,8,-1.8184983824792977,3.4705256068905452,-0.07118215271827945,5.888747948694089,8.66476969791274
1629,pseudo_bayesian_method,"((), {})",HermiteFunction,9,-1.6133143805551995,-0.5817972929670908,-0.061940102821182286,-0.006228935717907963,7.65352479681678
1630,pseudo_bayesian_method,"((), {})",HermiteFunction,10,-0.356311575048825,1.5580059689663512,5.287727333821072,5.660485717141084,6.184889834666017
1631,pseudo_bayesian_method,"((), {})",HermiteFunction,11,0.4626615381215261,3.422612989653358,-0.06966256249850239,5.762723205503768,6.147776478851421
1632,pseudo_bayesian_method,"((), {})",HermiteFunction,12,-1.8567693291284606,-0.6707923070494909,-0.07169724508253755,-0.007219627366120027,5.661970560590079
1633,pseudo_bayesian_method,"((), {})",HermiteFunction,13,-1.5787425699854032,-0.5940631765537695,5.449986154623041,5.918057683651968,6.496150786095867
1634,pseudo_bayesian_method,"((), {})",HermiteFunction,14,-1.8007092869027828,-0.6510836779745709,5.108307281397655,5.390105129973312,5.608998423352601
1635,pseudo_bayesian_method,"((), {})",HermiteFunction,15,-1.7241093239926784,-0.6137449485917047,5.187864046656228,5.5514110090499225,5.8796837400761435
1636,pseudo_bayesian_method,"((), {})",HermiteFunction,16,-1.9161815883332984,-0.6752995500110283,-0.07057688021583046,-0.007088260033428901,5.7924426517961685
1637,pseudo_bayesian_method,"((), {})",HermiteFunction,17,-1.7877032883748054,-0.6452536173610518,-0.07516528643641493,5.486848181403618,6.002376454875584
1638,pseudo_bayesian_method,"((), {})",HermiteFunction,18,-1.754920729038945,-0.6333728655928015,-0.07164104419640638,5.505867939305573,8.537533758291904
1639,pseudo_bayesian_method,"((), {})",HermiteFunction,19,-0.41270600371811317,1.8044810135658265,3.5449191434350964,5.646438727642771,6.023143799391232
1640,pseudo_bayesian_method,"((), {})",HermiteFunction,20,0.8475551704111283,3.4913063717152735,-0.070609019855265,6.31924412502566,8.657231080112513
1641,pseudo_bayesian_method,"((), {})",HermiteFunction,21,-1.6407127264698524,-0.5890599187221748,5.243775111507519,5.759852773633389,6.258131623580444
1642,pseudo_bayesian_method,"((), {})",HermiteFunction,22,-1.7575985442815978,-0.6365462687067587,5.337768499533977,5.724141188461513,6.215216457627206
1643,pseudo_bayesian_method,"((), {})",HermiteFunction,23,-1.9942675823428069,-0.7314920043607097,-0.07865569008715759,5.679084555069163,8.702821991517052
1644,pseudo_bayesian_method,"((), {})",HermiteFunction,24,-0.7348464360195941,1.0247740501710443,2.1257151780841625,6.491542897635439,8.752835104429735
1645,pseudo_bayesian_method,"((), {})",HermiteFunction,25,-0.6988949914549383,1.3641385836242812,4.35017400882852,5.572623638006622,6.13245537018864
1646,pseudo_bayesian_method,"((), {})",HermiteFunction,26,-1.5933360207290572,3.093274183636608,5.190257616478316,5.823839431514548,8.461671199905787
1647,pseudo_bayesian_method,"((), {})",HermiteFunction,27,-1.7911501659264775,-0.6482643257714147,5.221052624199595,5.637580208860654,6.260245802572274
1648,pseudo_bayesian_method,"((), {})",HermiteFunction,28,-1.696548492959358,3.6113265414894546,5.618597642322194,6.095220462643983,6.451272237293488
1649,pseudo_bayesian_method,"((), {})",HermiteFunction,29,-1.6521884240776288,-0.5916248306844244,5.066240243696205,5.4372658272309335,5.837126176120309
1650,sz_classification,"((), {})",HermiteFunction,0,4.704832103485235,7.73117493545606,15.993451108311202,25.37495361773315,36.96084936205426
1651,sz_classification,"((), {})",HermiteFunction,1,-1.2821209778895106,3.689252321511293,15.572613985629406,27.77215921072212,38.1042817317751
1652,sz_classification,"((), {})",HermiteFunction,2,-0.20576270835749974,13.061988032376345,15.917812829366046,29.33023505086613,41.6219299121904
1653,sz_classification,"((), {})",HermiteFunction,3,7.521921482406286,6.088447103878467,17.679676783992036,25.96092040221866,38.28312169504766
1654,sz_classification,"((), {})",HermiteFunction,4,2.125102376080833,8.539471112572281,18.23682208341943,28.049285903501968,37.22894331780756
1655,sz_classification,"((), {})",HermiteFunction,5,6.613913387519515,5.933308542131504,17.317870523249006,25.68967933691212,36.21247850230197
1656,sz_classification,"((), {})",HermiteFunction,6,-0.6206610588791952,4.88451839873937,16.50380927257684,25.66294794627666,36.62720594631334
1657,sz_classification,"((), {})",HermiteFunction,7,1.9896238134051591,7.7643122498510415,16.64808831617474,27.41918711686054,36.23913236810783
1658,sz_classification,"((), {})",HermiteFunction,8,5.777043901779998,5.7759573059710405,18.498783352840306,27.0707620498205,36.57184817420021
1659,sz_classification,"((), {})",HermiteFunction,9,0.24563192691718233,10.811555885722461,18.020837339890257,27.063696124199566,35.71204243176542
1660,sz_classification,"((), {})",HermiteFunction,10,4.571538442000182,4.180696157123327,14.903311322576357,27.677982676462452,37.096813610661094
1661,sz_classification,"((), {})",HermiteFunction,11,8.43037538068318,7.7331124987404944,14.986304616294891,26.16035461659155,37.426725563723636
1662,sz_classification,"((), {})",HermiteFunction,12,4.726381758805051,3.2543585953158587,14.691905313795958,27.130308804598506,35.677022605440996
1663,sz_classification,"((), {})",HermiteFunction,13,8.312636285997586,5.771050518196952,17.7643715984358,27.215824016814608,36.79029875614567
1664,sz_classification,"((), {})",HermiteFunction,14,-0.3701064995141623,12.245909084397866,14.418406112798177,26.599888825234807,36.76105994343635
1665,sz_classification,"((), {})",HermiteFunction,15,-1.2966632504358295,5.708934349788388,16.663526367471388,26.588521783906337,36.95918605778848
1666,sz_classification,"((), {})",HermiteFunction,16,1.37360994742297,5.675538701365924,18.409472936292854,32.67445309387677,39.1014286608433
1667,sz_classification,"((), {})",HermiteFunction,17,7.230272409001259,5.893284734518682,16.10397551626455,28.33052391613872,35.76747484585598
1668,sz_classification,"((), {})",HermiteFunction,18,-0.0668580055134824,5.630466341364042,17.998953090013885,26.506949365899835,36.785621747932595
1669,sz_classification,"((), {})",HermiteFunction,19,0.6321120085896476,5.607534814573961,15.909378814651948,30.901582653106047,36.12712038734672
1670,sz_classification,"((), {})",HermiteFunction,20,-0.719626909817772,5.19259590061214,18.552591623617367,28.997892169832777,36.67103351166403
1671,sz_classification,"((), {})",HermiteFunction,21,0.1316809812203888,6.194002231377408,16.171574868986593,25.69829107680721,37.21514956919173
1672,sz_classification,"((), {})",HermiteFunction,22,1.2098811254103472,5.007902657645101,22.101641216457033,28.687320761796098,36.25755042303376
1673,sz_classification,"((), {})",HermiteFunction,23,0.9825734219916442,4.081510473695501,15.652188452677105,26.85609559357185,36.474430012535066
1674,sz_classification,"((), {})",HermiteFunction,24,-0.9955569522132486,5.924520268377593,15.829318057351077,25.135099888002284,36.236291087949574
1675,sz_classification,"((), {})",HermiteFunction,25,0.9197174444556472,8.268376674841017,15.662412204376343,26.192114701270697,37.129582807662146
1676,sz_classification,"((), {})",HermiteFunction,26,-0.47426002801462563,4.272712012049741,14.854564657985298,26.106230763329524,35.66395491797265
1677,sz_classification,"((), {})",HermiteFunction,27,8.165370263479364,9.328046558241208,17.200746634874292,28.793850941546726,37.72749098224887
1678,sz_classification,"((), {})",HermiteFunction,28,0.9487604676371741,8.3327953244676,15.562204311858796,29.28563395943587,39.17767533500174
1679,sz_classification,"((), {})",HermiteFunction,29,0.7699494266342131,7.833060619440674,18.36863096937683,29.7329275510721,36.19784466630378
1560,thresholding_garrote,"((), {})",HermiteFunction,0,1.605344537528726,6.625607134801044,16.65998574320335,26.694295696515557,36.72516122283814
1561,thresholding_garrote,"((), {})",HermiteFunction,1,1.6913297402291287,6.722920483170509,16.769657682353404,26.81537334335603,36.83511446074769
1562,thresholding_garrote,"((), {})",HermiteFunction,2,2.3006801524461444,7.409849741643944,17.47536749915033,27.43370237290491,37.382970390213664
1563,thresholding_garrote,"((), {})",HermiteFunction,3,2.6007315339137307,7.663967270001475,17.650666620022477,27.61079473927601,37.53404329253897
1564,thresholding_garrote,"((), {})",HermiteFunction,4,1.7385636683288033,6.801259536203702,16.882207927656093,26.924367663653346,36.95687225589259
1565,thresholding_garrote,"((), {})",HermiteFunction,5,2.1975451456063406,7.269191720461471,17.385603065914935,27.445420236740794,37.47092978027084
1566,thresholding_garrote,"((), {})",HermiteFunction,6,1.4888554036640733,6.5425553474490625,16.55082999167081,26.569137711877005,36.60240012600757
1567,thresholding_garrote,"((), {})",HermiteFunction,7,2.5660842290666035,7.585424431620558,17.60654449895812,27.586630319562857,37.50961364098849
1568,thresholding_garrote,"((), {})",HermiteFunction,8,1.9264239977230924,7.0531762332035335,17.2002621664859,27.288063947962428,37.34336849778476
1569,thresholding_garrote,"((), {})",HermiteFunction,9,2.1720958888479305,7.204746526847905,17.268703058846,27.260512590417996,37.223014474617386
1570,thresholding_garrote,"((), {})",HermiteFunction,10,1.6486487868351827,6.746893104807803,16.859850275809425,26.94575194038112,37.019097441695976
1571,thresholding_garrote,"((), {})",HermiteFunction,11,1.6555922914693753,6.744835555039015,16.90014590830243,26.979092925631157,37.06648991253191
1572,thresholding_garrote,"((), {})",HermiteFunction,12,1.889182224070744,7.017375265225009,17.051325792602526,27.042919207257185,37.05348889324095
1573,thresholding_garrote,"((), {})",HermiteFunction,13,2.250134227699481,7.303698487668795,17.382022196461616,27.434027916437923,37.424884166102444
1574,thresholding_garrote,"((), {})",HermiteFunction,14,1.2011161775372012,6.369792977145201,16.51254429756026,26.557650347593984,36.52825833966938
1575,thresholding_garrote,"((), {})",HermiteFunction,15,1.8638390133539882,6.938284908828864,17.032195937038036,27.044315144791817,37.02425857684663
1576,thresholding_garrote,"((), {})",HermiteFunction,16,2.8509871324184637,7.871806753467249,17.86409936437366,27.863895052458822,37.83638701113825
